Date,Price,Price_gte_2,Price_gte_12,Price_gte_22,Price_lte_2,Price_lte_12,Price_lte_22
2020-12-30,3.543,True,False,False,False,True,True
2020-12-31,3.514,True,False,False,False,True,True
2021-01-04,3.553,True,False,False,False,True,True
2021-01-05,3.6405,True,False,False,False,True,True
2021-01-06,3.65,True,False,False,False,True,True
2021-01-07,3.6955,True,False,False,False,True,True
2021-01-08,3.6735,True,False,False,False,True,True
2021-01-11,3.564,True,False,False,False,True,True
2021-01-12,3.605,True,False,False,False,True,True
2021-01-13,3.617,True,False,False,False,True,True
2021-01-14,3.668,True,False,False,False,True,True
2021-01-15,3.603,True,False,False,False,True,True
2021-01-19,3.636,True,False,False,False,True,True
2021-01-20,3.6475,True,False,False,False,True,True
2021-01-21,3.6555,True,False,False,False,True,True
2021-01-22,3.6355,True,False,False,False,True,True
2021-01-25,3.6405,True,False,False,False,True,True
2021-01-26,3.628,True,False,False,False,True,True
2021-01-27,3.5715,True,False,False,False,True,True
2021-01-28,3.583,True,False,False,False,True,True
2021-01-29,3.5735,True,False,False,False,True,True
2021-02-01,3.562,True,False,False,False,True,True
2021-02-02,3.539,True,False,False,False,True,True
2021-02-03,3.5785,True,False,False,False,True,True
2021-02-04,3.566,True,False,False,False,True,True
2021-02-05,3.639,True,False,False,False,True,True
2021-02-08,3.679,True,False,False,False,True,True
2021-02-09,3.7335,True,False,False,False,True,True
2021-02-10,3.7855,True,False,False,False,True,True
2021-02-11,3.7875,True,False,False,False,True,True
2021-02-12,3.802,True,False,False,False,True,True
2021-02-16,3.848,True,False,False,False,True,True
2021-02-17,3.836,True,False,False,False,True,True
2021-02-18,3.9165,True,False,False,False,True,True
2021-02-19,4.09,True,False,False,False,True,True
2021-02-22,4.1525,True,False,False,False,True,True
2021-02-23,4.1875,True,False,False,False,True,True
2021-02-24,4.301,True,False,False,False,True,True
2021-02-25,4.266,True,False,False,False,True,True
2021-02-26,4.0945,True,False,False,False,True,True
2021-03-01,4.1195,True,False,False,False,True,True
2021-03-02,4.2315,True,False,False,False,True,True
2021-03-03,4.153,True,False,False,False,True,True
2021-03-04,3.991,True,False,False,False,True,True
2021-03-05,4.087,True,False,False,False,True,True
2021-03-08,4.1035,True,False,False,False,True,True
2021-03-09,4.0195,True,False,False,False,True,True
2021-03-10,4.042,True,False,False,False,True,True
2021-03-11,4.143,True,False,False,False,True,True
2021-03-12,4.1455,True,False,False,False,True,True
2021-03-14,4.1465,True,False,False,False,True,True
2021-03-15,4.079,True,False,False,False,True,True
2021-03-16,4.128,True,False,False,False,True,True
2021-03-17,4.117,True,False,False,False,True,True
2021-03-18,4.1235,True,False,False,False,True,True
2021-03-21,4.149,True,False,False,False,True,True
2021-03-22,4.088,True,False,False,False,True,True
2021-03-23,4.0715,True,False,False,False,True,True
2021-03-24,3.985,True,False,False,False,True,True
2021-03-25,4.0785,True,False,False,False,True,True
2021-03-28,4.043,True,False,False,False,True,True
2021-03-29,3.983,True,False,False,False,True,True
2021-03-30,4.003,True,False,False,False,True,True
2021-03-31,4.0035,True,False,False,False,True,True
2021-04-04,4.149,True,False,False,False,True,True
2021-04-05,4.1265,True,False,False,False,True,True
2021-04-06,4.064,True,False,False,False,True,True
2021-04-07,4.1035,True,False,False,False,True,True
2021-04-08,4.0505,True,False,False,False,True,True
2021-04-11,4.03,True,False,False,False,True,True
2021-04-12,4.043,True,False,False,False,True,True
2021-04-13,4.14,True,False,False,False,True,True
2021-04-14,4.2305,True,False,False,False,True,True
2021-04-15,4.18,True,False,False,False,True,True
2021-04-18,4.25,True,False,False,False,True,True
2021-04-19,4.224,True,False,False,False,True,True
2021-04-20,4.2865,True,False,False,False,True,True
2021-04-21,4.2805,True,False,False,False,True,True
2021-04-22,4.343,True,False,False,False,True,True
2021-04-25,4.448,True,False,False,False,True,True
2021-04-26,4.743,True,False,False,False,True,True
2021-04-27,4.537,True,False,False,False,True,True
2021-04-28,4.493,True,False,False,False,True,True
2021-04-29,4.479,True,False,False,False,True,True
2021-05-02,4.543,True,False,False,False,True,True
2021-05-03,4.536,True,False,False,False,True,True
2021-05-04,4.539,True,False,False,False,True,True
2021-05-05,4.619,True,False,False,False,True,True
2021-05-06,4.766,True,False,False,False,True,True
2021-05-09,4.7335,True,False,False,False,True,True
2021-05-10,4.7785,True,False,False,False,True,True
2021-05-11,4.7525,True,False,False,False,True,True
2021-05-12,4.7055,True,False,False,False,True,True
2021-05-13,4.664,True,False,False,False,True,True
2021-05-16,4.7215,True,False,False,False,True,True
2021-05-17,4.7355,True,False,False,False,True,True
2021-05-18,4.5895,True,False,False,False,True,True
2021-05-19,4.582,True,False,False,False,True,True
2021-05-20,4.496,True,False,False,False,True,True
2021-05-23,4.5415,True,False,False,False,True,True
2021-05-24,4.522,True,False,False,False,True,True
2021-05-25,4.533,True,False,False,False,True,True
2021-05-26,4.6665,True,False,False,False,True,True
2021-05-27,4.6825,True,False,False,False,True,True
2021-05-31,4.662,True,False,False,False,True,True
2021-06-01,4.6,True,False,False,False,True,True
2021-06-02,4.4715,True,False,False,False,True,True
2021-06-03,4.5375,True,False,False,False,True,True
2021-06-06,4.535,True,False,False,False,True,True
2021-06-07,4.563,True,False,False,False,True,True
2021-06-08,4.5365,True,False,False,False,True,True
2021-06-09,4.49,True,False,False,False,True,True
2021-06-10,4.5415,True,False,False,False,True,True
2021-06-13,4.532,True,False,False,False,True,True
2021-06-14,4.34,True,False,False,False,True,True
2021-06-15,4.3925,True,False,False,False,True,True
2021-06-16,4.1845,True,False,False,False,True,True
2021-06-17,4.1625,True,False,False,False,True,True
2021-06-20,4.1875,True,False,False,False,True,True
2021-06-21,4.2345,True,False,False,False,True,True
2021-06-22,4.331,True,False,False,False,True,True
2021-06-23,4.3115,True,False,False,False,True,True
2021-06-24,4.299,True,False,False,False,True,True
2021-06-27,4.278,True,False,False,False,True,True
2021-06-28,4.2765,True,False,False,False,True,True
2021-06-29,4.2965,True,False,False,False,True,True
2021-06-30,4.242,True,False,False,False,True,True
2021-07-01,4.282,True,False,False,False,True,True
2021-07-05,4.258,True,False,False,False,True,True
2021-07-06,4.329,True,False,False,False,True,True
2021-07-07,4.2715,True,False,False,False,True,True
2021-07-08,4.3525,True,False,False,False,True,True
2021-07-11,4.323,True,False,False,False,True,True
2021-07-12,4.3145,True,False,False,False,True,True
2021-07-13,4.277,True,False,False,False,True,True
2021-07-14,4.333,True,False,False,False,True,True
2021-07-15,4.3325,True,False,False,False,True,True
2021-07-18,4.2105,True,False,False,False,True,True
2021-07-19,4.2735,True,False,False,False,True,True
2021-07-20,4.2825,True,False,False,False,True,True
2021-07-21,4.348,True,False,False,False,True,True
2021-07-22,4.4065,True,False,False,False,True,True
2021-07-25,4.589,True,False,False,False,True,True
2021-07-26,4.546,True,False,False,False,True,True
2021-07-27,4.479,True,False,False,False,True,True
2021-07-28,4.52,True,False,False,False,True,True
2021-07-29,4.4805,True,False,False,False,True,True
2021-08-01,4.432,True,False,False,False,True,True
2021-08-02,4.383,True,False,False,False,True,True
2021-08-03,4.33,True,False,False,False,True,True
2021-08-04,4.3455,True,False,False,False,True,True
2021-08-05,4.3455,True,False,False,False,True,True
2021-08-08,4.287,True,False,False,False,True,True
2021-08-09,4.3515,True,False,False,False,True,True
2021-08-10,4.364,True,False,False,False,True,True
2021-08-11,4.356,True,False,False,False,True,True
2021-08-12,4.387,True,False,False,False,True,True
2021-08-15,4.322,True,False,False,False,True,True
2021-08-16,4.2,True,False,False,False,True,True
2021-08-17,4.116,True,False,False,False,True,True
2021-08-18,4.0385,True,False,False,False,True,True
2021-08-19,4.1345,True,False,False,False,True,True
2021-08-22,4.2345,True,False,False,False,True,True
2021-08-23,4.255,True,False,False,False,True,True
2021-08-24,4.265,True,False,False,False,True,True
2021-08-25,4.246,True,False,False,False,True,True
2021-08-26,4.3165,True,False,False,False,True,True
2021-08-29,4.361,True,False,False,False,True,True
2021-08-30,4.36,True,False,False,False,True,True
2021-08-31,4.263,True,False,False,False,True,True
2021-09-01,4.29,True,False,False,False,True,True
2021-09-02,4.3255,True,False,False,False,True,True
2021-09-06,4.2775,True,False,False,False,True,True
2021-09-07,4.232,True,False,False,False,True,True
2021-09-08,4.2835,True,False,False,False,True,True
2021-09-09,4.448,True,False,False,False,True,True
2021-09-12,4.3635,True,False,False,False,True,True
2021-09-13,4.318,True,False,False,False,True,True
2021-09-14,4.4035,True,False,False,False,True,True
2021-09-15,4.2785,True,False,False,False,True,True
2021-09-16,4.2455,True,False,False,False,True,True
2021-09-19,4.117,True,False,False,False,True,True
2021-09-20,4.128,True,False,False,False,True,True
2021-09-21,4.2525,True,False,False,False,True,True
2021-09-22,4.231,True,False,False,False,True,True
2021-09-23,4.2875,True,False,False,False,True,True
2021-09-26,4.2935,True,False,False,False,True,True
2021-09-27,4.245,True,False,False,False,True,True
2021-09-28,4.2,True,False,False,False,True,True
2021-09-29,4.09,True,False,False,False,True,True
2021-09-30,4.1935,True,False,False,False,True,True
2021-10-03,4.2465,True,False,False,False,True,True
2021-10-04,4.202,True,False,False,False,True,True
2021-10-05,4.157,True,False,False,False,True,True
2021-10-06,4.251,True,False,False,False,True,True
2021-10-07,4.283,True,False,False,False,True,True
2021-10-10,4.3745,True,False,False,False,True,True
2021-10-11,4.329,True,False,False,False,True,True
2021-10-12,4.5205,True,False,False,False,True,True
2021-10-13,4.6315,True,False,False,False,True,True
2021-10-14,4.734,True,False,False,False,True,True
2021-10-17,4.7305,True,False,False,False,True,True
2021-10-18,4.714,True,False,False,False,True,True
2021-10-19,4.756,True,False,False,False,True,True
2021-10-20,4.5865,True,False,False,False,True,True
2021-10-21,4.526,True,False,False,False,True,True
2021-10-24,4.5515,True,False,False,False,True,True
2021-10-25,4.4865,True,False,False,False,True,True
2021-10-26,4.387,True,False,False,False,True,True
2021-10-27,4.4375,True,False,False,False,True,True
2021-10-28,4.3755,True,False,False,False,True,True
2021-10-31,4.402,True,False,False,False,True,True
2021-11-01,4.374,True,False,False,False,True,True
2021-11-02,4.326,True,False,False,False,True,True
2021-11-03,4.326,True,False,False,False,True,True
2021-11-04,4.349,True,False,False,False,True,True
2021-11-08,4.405,True,False,False,False,True,True
2021-11-09,4.38,True,False,False,False,True,True
2021-11-10,4.328,True,False,False,False,True,True
2021-11-11,4.4045,True,False,False,False,True,True
2021-11-12,4.4555,True,False,False,False,True,True
2021-11-15,4.407,True,False,False,False,True,True
2021-11-16,4.3585,True,False,False,False,True,True
2021-11-17,4.273,True,False,False,False,True,True
2021-11-18,4.31,True,False,False,False,True,True
2021-11-19,4.4085,True,False,False,False,True,True
2021-11-22,4.3955,True,False,False,False,True,True
2021-11-23,4.4235,True,False,False,False,True,True
2021-11-24,4.458,True,False,False,False,True,True
2021-11-26,4.2815,True,False,False,False,True,True
2021-11-29,4.337,True,False,False,False,True,True
2021-11-30,4.278,True,False,False,False,True,True
2021-12-01,4.2475,True,False,False,False,True,True
2021-12-02,4.299,True,False,False,False,True,True
2021-12-03,4.2665,True,False,False,False,True,True
2021-12-06,4.337,True,False,False,False,True,True
2021-12-07,4.338,True,False,False,False,True,True
2021-12-08,4.391,True,False,False,False,True,True
2021-12-09,4.33,True,False,False,False,True,True
2021-12-10,4.283,True,False,False,False,True,True
2021-12-13,4.28,True,False,False,False,True,True
2021-12-14,4.254,True,False,False,False,True,True
2021-12-15,4.1795,True,False,False,False,True,True
2021-12-16,4.3005,True,False,False,False,True,True
2021-12-17,4.291,True,False,False,False,True,True
2021-12-20,4.288,True,False,False,False,True,True
2021-12-21,4.338,True,False,False,False,True,True
2021-12-22,4.3895,True,False,False,False,True,True
2021-12-23,4.387,True,False,False,False,True,True
2021-12-27,4.465,True,False,False,False,True,True
2021-12-28,4.42,True,False,False,False,True,True
2021-12-29,4.402,True,False,False,False,True,True
2021-12-30,4.3845,True,False,False,False,True,True
2021-12-31,4.455,True,False,False,False,True,True
2022-01-03,4.4145,True,False,False,False,True,True
2022-01-04,4.466,True,False,False,False,True,True
2022-01-05,4.4045,True,False,False,False,True,True
2022-01-06,4.348,True,False,False,False,True,True
2022-01-07,4.403,True,False,False,False,True,True
2022-01-10,4.3445,True,False,False,False,True,True
2022-01-11,4.4205,True,False,False,False,True,True
2022-01-12,4.564,True,False,False,False,True,True
2022-01-13,4.534,True,False,False,False,True,True
2022-01-14,4.4115,True,False,False,False,True,True
2022-01-18,4.376,True,False,False,False,True,True
2022-01-19,4.4625,True,False,False,False,True,True
2022-01-20,4.5765,True,False,False,False,True,True
2022-01-21,4.5125,True,False,False,False,True,True
2022-01-24,4.403,True,False,False,False,True,True
2022-01-25,4.443,True,False,False,False,True,True
2022-01-26,4.5045,True,False,False,False,True,True
2022-01-27,4.413,True,False,False,False,True,True
2022-01-28,4.303,True,False,False,False,True,True
2022-01-31,4.318,True,False,False,False,True,True
2022-02-01,4.429,True,False,False,False,True,True
2022-02-02,4.491,True,False,False,False,True,True
2022-02-03,4.4665,True,False,False,False,True,True
2022-02-04,4.4835,True,False,False,False,True,True
2022-02-07,4.4615,True,False,False,False,True,True
2022-02-08,4.4595,True,False,False,False,True,True
2022-02-09,4.6005,True,False,False,False,True,True
2022-02-10,4.6575,True,False,False,False,True,True
2022-02-11,4.505,True,False,False,False,True,True
2022-02-14,4.5075,True,False,False,False,True,True
2022-02-15,4.5315,True,False,False,False,True,True
2022-02-16,4.5405,True,False,False,False,True,True
2022-02-17,4.525,True,False,False,False,True,True
2022-02-18,4.5195,True,False,False,False,True,True
2022-02-22,4.51,True,False,False,False,True,True
2022-02-23,4.4815,True,False,False,False,True,True
2022-02-24,4.454,True,False,False,False,True,True
2022-02-25,4.472,True,False,False,False,True,True
2022-02-28,4.4445,True,False,False,False,True,True
2022-03-01,4.5865,True,False,False,False,True,True
2022-03-02,4.6555,True,False,False,False,True,True
2022-03-03,4.7715,True,False,False,False,True,True
2022-03-04,4.929,True,False,False,False,True,True
2022-03-07,4.722,True,False,False,False,True,True
2022-03-08,4.7005,True,False,False,False,True,True
2022-03-09,4.564,True,False,False,False,True,True
2022-03-10,4.6435,True,False,False,False,True,True
2022-03-11,4.616,True,False,False,False,True,True
2022-03-13,4.5125,True,False,False,False,True,True
2022-03-14,4.5015,True,False,False,False,True,True
2022-03-15,4.588,True,False,False,False,True,True
2022-03-16,4.6905,True,False,False,False,True,True
2022-03-17,4.7305,True,False,False,False,True,True
2022-03-20,4.7015,True,False,False,False,True,True
2022-03-21,4.689,True,False,False,False,True,True
2022-03-22,4.7625,True,False,False,False,True,True
2022-03-23,4.729,True,False,False,False,True,True
2022-03-24,4.686,True,False,False,False,True,True
2022-03-27,4.714,True,False,False,False,True,True
2022-03-28,4.7165,True,False,False,False,True,True
2022-03-29,4.7395,True,False,False,False,True,True
2022-03-30,4.743,True,False,False,False,True,True
2022-03-31,4.6825,True,False,False,False,True,True
2022-04-03,4.7765,True,False,False,False,True,True
2022-04-04,4.791,True,False,False,False,True,True
2022-04-05,4.7335,True,False,False,False,True,True
2022-04-06,4.695,True,False,False,False,True,True
2022-04-07,4.72,True,False,False,False,True,True
2022-04-10,4.6285,True,False,False,False,True,True
2022-04-11,4.704,True,False,False,False,True,True
2022-04-12,4.707,True,False,False,False,True,True
2022-04-13,4.717,True,False,False,False,True,True
2022-04-17,4.796,True,False,False,False,True,True
2022-04-18,4.714,True,False,False,False,True,True
2022-04-19,4.6495,True,False,False,False,True,True
2022-04-20,4.7035,True,False,False,False,True,True
2022-04-21,4.5825,True,False,False,False,True,True
2022-04-24,4.449,True,False,False,False,True,True
2022-04-25,4.44,True,False,False,False,True,True
2022-04-26,4.4545,True,False,False,False,True,True
2022-04-27,4.4135,True,False,False,False,True,True
2022-04-28,4.395,True,False,False,False,True,True
2022-05-01,4.2555,True,False,False,False,True,True
2022-05-02,4.271,True,False,False,False,True,True
2022-05-03,4.3285,True,False,False,False,True,True
2022-05-04,4.285,True,False,False,False,True,True
2022-05-05,4.2615,True,False,False,False,True,True
2022-05-08,4.193,True,False,False,False,True,True
2022-05-09,4.1545,True,False,False,False,True,True
2022-05-10,4.2125,True,False,False,False,True,True
2022-05-11,4.105,True,False,False,False,True,True
2022-05-12,4.1805,True,False,False,False,True,True
2022-05-15,4.1965,True,False,False,False,True,True
2022-05-16,4.2395,True,False,False,False,True,True
2022-05-17,4.182,True,False,False,False,True,True
2022-05-18,4.285,True,False,False,False,True,True
2022-05-19,4.281,True,False,False,False,True,True
2022-05-22,4.3475,True,False,False,False,True,True
2022-05-23,4.3255,True,False,False,False,True,True
2022-05-24,4.277,True,False,False,False,True,True
2022-05-25,4.255,True,False,False,False,True,True
2022-05-26,4.304,True,False,False,False,True,True
2022-05-30,4.295,True,False,False,False,True,True
2022-05-31,4.33,True,False,False,False,True,True
2022-06-01,4.554,True,False,False,False,True,True
2022-06-02,4.4775,True,False,False,False,True,True
2022-06-05,4.4395,True,False,False,False,True,True
2022-06-06,4.4395,True,False,False,False,True,True
2022-06-07,4.4585,True,False,False,False,True,True
2022-06-08,4.389,True,False,False,False,True,True
2022-06-09,4.301,True,False,False,False,True,True
2022-06-12,4.2165,True,False,False,False,True,True
2022-06-13,4.1615,True,False,False,False,True,True
2022-06-14,4.1675,True,False,False,False,True,True
2022-06-15,4.112,True,False,False,False,True,True
2022-06-16,4.0175,True,False,False,False,True,True
2022-06-20,4.043,True,False,False,False,True,True
2022-06-21,3.9515,True,False,False,False,True,True
2022-06-22,3.7585,True,False,False,False,True,True
2022-06-23,3.76,True,False,False,False,True,True
2022-06-26,3.779,True,False,False,False,True,True
2022-06-27,3.784,True,False,False,False,True,True
2022-06-28,3.779,True,False,False,False,True,True
2022-06-29,3.7145,True,False,False,False,True,True
2022-06-30,3.619,True,False,False,False,True,True
2022-07-04,3.425,True,False,False,False,True,True
2022-07-05,3.418,True,False,False,False,True,True
2022-07-06,3.582,True,False,False,False,True,True
2022-07-07,3.532,True,False,False,False,True,True
2022-07-10,3.4375,True,False,False,False,True,True
2022-07-11,3.2965,True,False,False,False,True,True
2022-07-12,3.3255,True,False,False,False,True,True
2022-07-13,3.2105,True,False,False,False,True,True
2022-07-14,3.2345,True,False,False,False,True,True
2022-07-17,3.348,True,False,False,False,True,True
2022-07-18,3.2915,True,False,False,False,True,True
2022-07-19,3.3295,True,False,False,False,True,True
2022-07-20,3.302,True,False,False,False,True,True
2022-07-21,3.3485,True,False,False,False,True,True
2022-07-24,3.351,True,False,False,False,True,True
2022-07-25,3.3825,True,False,False,False,True,True
2022-07-26,3.4295,True,False,False,False,True,True
2022-07-27,3.475,True,False,False,False,True,True
2022-07-28,3.584,True,False,False,False,True,True
2022-07-31,3.552,True,False,False,False,True,True
2022-08-01,3.5245,True,False,False,False,True,True
2022-08-02,3.4695,True,False,False,False,True,True
2022-08-03,3.483,True,False,False,False,True,True
2022-08-04,3.553,True,False,False,False,True,True
2022-08-07,3.5875,True,False,False,False,True,True
2022-08-08,3.5925,True,False,False,False,True,True
2022-08-09,3.6555,True,False,False,False,True,True
2022-08-10,3.7105,True,False,False,False,True,True
2022-08-11,3.676,True,False,False,False,True,True
2022-08-14,3.629,True,False,False,False,True,True
2022-08-15,3.6365,True,False,False,False,True,True
2022-08-16,3.598,True,False,False,False,True,True
2022-08-17,3.6465,True,False,False,False,True,True
2022-08-18,3.6835,True,False,False,False,True,True
2022-08-21,3.6705,True,False,False,False,True,True
2022-08-22,3.7045,True,False,False,False,True,True
2022-08-23,3.6605,True,False,False,False,True,True
2022-08-24,3.7105,True,False,False,False,True,True
2022-08-25,3.7115,True,False,False,False,True,True
2022-08-28,3.6265,True,False,False,False,True,True
2022-08-29,3.545,True,False,False,False,True,True
2022-08-30,3.5185,True,False,False,False,True,True
2022-08-31,3.4145,True,False,False,False,True,True
2022-09-01,3.4215,True,False,False,False,True,True
2022-09-05,3.469,True,False,False,False,True,True
2022-09-06,3.438,True,False,False,False,True,True
2022-09-07,3.536,True,False,False,False,True,True
2022-09-08,3.581,True,False,False,False,True,True
2022-09-11,3.6255,True,False,False,False,True,True
2022-09-12,3.581,True,False,False,False,True,True
2022-09-13,3.5455,True,False,False,False,True,True
2022-09-14,3.5235,True,False,False,False,True,True
2022-09-15,3.561,True,False,False,False,True,True
2022-09-18,3.5575,True,False,False,False,True,True
2022-09-19,3.548,True,False,False,False,True,True
2022-09-20,3.512,True,False,False,False,True,True
2022-09-21,3.4985,True,False,False,False,True,True
2022-09-22,3.3715,True,False,False,False,True,True
2022-09-25,3.3135,True,False,False,False,True,True
2022-09-26,3.323,True,False,False,False,True,True
2022-09-27,3.382,True,False,False,False,True,True
2022-09-28,3.44,True,False,False,False,True,True
2022-09-29,3.442,True,False,False,False,True,True
2022-10-02,3.458,True,False,False,False,True,True
2022-10-03,3.518,True,False,False,False,True,True
2022-10-04,3.5325,True,False,False,False,True,True
2022-10-05,3.475,True,False,False,False,True,True
2022-10-06,3.4125,True,False,False,False,True,True
2022-10-09,3.4535,True,False,False,False,True,True
2022-10-10,3.478,True,False,False,False,True,True
2022-10-11,3.4445,True,False,False,False,True,True
2022-10-12,3.4675,True,False,False,False,True,True
2022-10-13,3.4505,True,False,False,False,True,True
2022-10-16,3.4555,True,False,False,False,True,True
2022-10-17,3.4065,True,False,False,False,True,True
2022-10-18,3.3605,True,False,False,False,True,True
2022-10-19,3.451,True,False,False,False,True,True
2022-10-20,3.523,True,False,False,False,True,True
2022-10-23,3.4795,True,False,False,False,True,True
2022-10-24,3.4505,True,False,False,False,True,True
2022-10-25,3.6295,True,False,False,False,True,True
2022-10-26,3.6255,True,False,False,False,True,True
2022-10-27,3.466,True,False,False,False,True,True
2022-10-30,3.4135,True,False,False,False,True,True
2022-10-31,3.5095,True,False,False,False,True,True
2022-11-01,3.5055,True,False,False,False,True,True
2022-11-02,3.4565,True,False,False,False,True,True
2022-11-03,3.7145,True,False,False,False,True,True
2022-11-07,3.6295,True,False,False,False,True,True
2022-11-08,3.7055,True,False,False,False,True,True
2022-11-09,3.7415,True,False,False,False,True,True
2022-11-10,3.796,True,False,False,False,True,True
2022-11-11,3.951,True,False,False,False,True,True
2022-11-14,3.855,True,False,False,False,True,True
2022-11-15,3.8395,True,False,False,False,True,True
2022-11-16,3.788,True,False,False,False,True,True
2022-11-17,3.6895,True,False,False,False,True,True
2022-11-18,3.632,True,False,False,False,True,True
2022-11-21,3.5715,True,False,False,False,True,True
2022-11-22,3.6145,True,False,False,False,True,True
2022-11-23,3.6175,True,False,False,False,True,True
2022-11-25,3.6265,True,False,False,False,True,True
2022-11-28,3.6105,True,False,False,False,True,True
2022-11-29,3.63,True,False,False,False,True,True
2022-11-30,3.7295,True,False,False,False,True,True
2022-12-01,3.814,True,False,False,False,True,True
2022-12-02,3.848,True,False,False,False,True,True
2022-12-05,3.7895,True,False,False,False,True,True
2022-12-06,3.8115,True,False,False,False,True,True
2022-12-07,3.8555,True,False,False,False,True,True
2022-12-08,3.8805,True,False,False,False,True,True
2022-12-09,3.876,True,False,False,False,True,True
2022-12-12,3.7985,True,False,False,False,True,True
2022-12-13,3.8395,True,False,False,False,True,True
2022-12-14,3.875,True,False,False,False,True,True
2022-12-15,3.763,True,False,False,False,True,True
2022-12-16,3.7615,True,False,False,False,True,True
2022-12-19,3.783,True,False,False,False,True,True
2022-12-20,3.7975,True,False,False,False,True,True
2022-12-21,3.806,True,False,False,False,True,True
2022-12-22,3.7515,True,False,False,False,True,True
2022-12-23,3.803,True,False,False,False,True,True
2022-12-27,3.8335,True,False,False,False,True,True
2022-12-28,3.832,True,False,False,False,True,True
2022-12-29,3.821,True,False,False,False,True,True
2022-12-30,3.8055,True,False,False,False,True,True
